Nr;DateTime;SPY Open;SPY High;SPY Low;SPY Close;SPY Volume;SPY Yield C/O;^GDAXI Open;^GDAXI High;^GDAXI Low;^GDAXI Close;^GDAXI Volume;^GDAXI Yield C/O
576;2009/11/30 12:00:000;109,48;112,38;108,12;111,01;179007200;1,3878403172077445;5691,84;5859,34;5607,82;5817,65;31781700;2,1862829928519774
577;2009/12/07 12:00:000;110,91;111,53;109,02;111,11;143153900;0,18016399792670362;5812,11;5812,69;5605,43;5756,29;25949600;-0,9650501922343369
578;2009/12/14 12:00:000;111,87;112,13;109,28;110,21;148177900;-1,4949846155388637;5803,2;5903,43;5752,21;5831,21;37299900;0,481503645077732
579;2009/12/21 12:00:000;110,76;112,6;110,76;112,48;90301900;1,5409729759593591;5841,81;5988,28;5841,69;5957,44;20381100;1,9600178273258093
580;2009/12/28 12:00:000;112,9;113,03;111,39;111,44;82964300;-1,301614168406619;5977,99;6026,69;5949,45;5957,43;11188800;-0,344521103343984
581;2010/01/04 12:00:000;112,37;114,62;111,51;114,57;120818500;1,938899198572334;5975,52;6058,02;5961,25;6037,61;27598100;1,0337114954967928
582;2010/01/11 12:00:000;115,08;115,14;113,2;113,64;151906600;-1,2591981697359962;6057,93;6094,26;5866,84;5875,97;34586400;-3,0497004785007293
585;2010/01/25 12:00:000;110,21;110,47;107,22;107,39;259350300;-2,5920568833325346;5662,85;5718,81;5540,33;5608,79;40086600;-0,959228905704347
586;2010/02/01 12:00:000;108,15;110,59;104,58;106,66;285445000;-1,387294722661171;5587,5;5733,71;5433,02;5434,34;39479600;-2,779388188295261
587;2010/02/08 12:00:000;106,74;108,25;105,81;108,04;266142500;1,2105558018616056;5476,47;5592,27;5434,4;5500,39;33089100;0,435826599998964
590;2010/02/22 12:00:000;111,55;111,58;108,94;110,74;189883700;-0,7287809483720461;5741,0;5743,89;5518,27;5598,46;31738700;-2,514185126382996
591;2010/03/01 12:00:000;111,2;114,34;111,17;114,25;154275200;2,7058647957831967;5652,85;5880,25;5641,18;5877,36;29233700;3,89478387394844
592;2010/03/08 12:00:000;114,26;115,97;113,87;115,46;155628500;1,0447596336470977;5891,74;5989,88;5838,17;5945,11;27098300;0,9017662919172341
593;2010/03/15 12:00:000;115,26;117,48;114,6;115,97;183205300;0,6141090960091464;5933,63;6041,95;5898,22;5982,43;40631300;0,8190672557982682
594;2010/03/22 12:00:000;115,31;118,17;115,24;116,58;198539300;1,0953578834378888;5960,85;6139,5;5910,85;6120,05;32388700;2,635717806748035
595;2010/03/29 12:00:000;117,17;118,25;116,61;117,8;150644900;0,5362399537422176;6150,17;6238,57;6108,23;6235,56;30230900;1,3788666943353214
596;2010/04/05 12:00:000;118,25;119,6;117,6;119,55;138503700;1,0933666532291335;6235,56;6265,32;6138,02;6249,7;23872600;0,2265071940111457
597;2010/04/12 12:00:000;119,7;121,57;118,75;119,36;181666700;-0,2844476108476821;6283,81;6310,76;6162,84;6180,9;39803200;-1,6512592483108461
598;2010/04/19 12:00:000;119,01;121,86;118,47;121,81;172252300;2,3254930517519052;6158,6;6287,54;6140,38;6259,53;46206500;1,6255623433372324
599;2010/04/26 12:00:000;121,85;122,12;118,25;118,81;252752100;-2,5265201601019136;6317,13;6341,52;6024,01;6135,7;60575600;-2,9140820010228294
600;2010/05/03 12:00:000;119,38;120,68;105,0;111,26;431397900;-7,044187809335653;6122,76;6197,0;5655,18;5715,09;67078200;-6,890293010102701
601;2010/05/10 12:00:000;115,81;117,68;112,87;113,89;305934000;-1,6717846910026553;5814,41;6276,8;5805,98;6056,71;53260900;4,082742927874849
602;2010/05/17 12:00:000;114,2;115,22;105,36;109,11;422473400;-4,559474955490254;6029,91;6181,26;5689,18;5829,25;61252500;-3,384373810761
603;2010/05/24 12:00:000;108,52;110,8;104,38;109,37;322970300;0,7802141556403595;5858,45;5980,78;5607,68;5946,18;41141400;1,4863933087954768
606;2010/06/07 12:00:000;107,2;109,75;104,65;109,68;284485100;2,2870786617357437;5876,48;6089,43;5798,76;6047,83;37243900;2,8741586817962284
607;2010/06/14 12:00:000;110,52;112,42;109,4;111,73;219806200;1,088874650403088;6113,46;6256,55;6089,32;6216,98;45635900;1,6791360612506139
608;2010/06/21 12:00:000;113,12;113,2;106,77;107,87;242877200;-4,752240376092493;6320,41;6330,81;6039,56;6070,6;27535500;-4,032663249843383
609;2010/06/28 12:00:000;108,03;108,32;101,13;102,2;288655900;-5,547728855928949;6097,37;6168,99;5827,25;5834,15;30229500;-4,4128948205184
612;2010/07/12 12:00:000;107,6;110,09;106,45;106,66;208753500;-0,8774442555227897;6079,95;6248,07;6018,64;6040,27;30212400;-0,654775932567583
613;2010/07/19 12:00:000;107,05;110,57;105,82;110,41;241240100;3,090469441535383;6034,87;6190,24;5906,04;6166,34;25267500;2,155115573336556
614;2010/07/26 12:00:000;110,6;112,29;108,98;110,27;198515400;-0,2988185317647267;6201,02;6253,64;6059,19;6147,97;30329800;-0,8591848619993708
615;2010/08/02 12:00:000;111,99;113,11;110,92;112,39;174658800;0,35653839355736905;6187,64;6386,97;6182,68;6259,63;31654500;1,1567324032437412
616;2010/08/09 12:00:000;112,92;113,18;107,6;108,31;207072900;-4,16821175376428;6326,62;6356,41;6068,82;6110,41;26741600;-3,4772254259162243
617;2010/08/16 12:00:000;107,57;110,39;106,75;107,53;195729900;-0,03719200414790482;6132,78;6229,46;5999,63;6005,16;26888600;-2,1029054845755275
618;2010/08/23 12:00:000;108,04;108,57;104,29;106,86;242698200;-1,098196239478959;6017,19;6055,23;5837,9;5951,17;24951100;-1,1032534055450325
619;2010/08/30 12:00:000;106,58;110,99;104,49;110,89;213261800;3,9642842096488202;5973,48;6178,01;5833,51;6134,62;26367900;2,6618464405562086
622;2010/09/13 12:00:000;112,58;113,29;111,98;112,49;190547000;-0,0799751231146028;6258,51;6321,2;6185,74;6209,76;40363100;-0,7819889756055576
623;2010/09/20 12:00:000;112,88;114,9;112,18;114,82;217258500;1,7040377194932257;6231,28;6339,97;6129,44;6298,3;34559000;1,0697986554187535
624;2010/09/27 12:00:000;114,86;115,79;113,18;114,61;195876100;-0,2178934927542641;6307,87;6339,36;6187,22;6211,34;35303000;-1,5421406471230132
625;2010/10/04 12:00:000;114,37;116,86;113,18;116,54;177406800;1,8795754921802754;6205,0;6321,79;6115,87;6291,67;31817300;1,3871117611592383
626;2010/10/11 12:00:000;116,72;118,55;115,65;117,7;188224900;0,8361110051700802;6308,43;6512,78;6228,39;6492,3;33834200;2,8730025121581706
627;2010/10/18 12:00:000;117,74;119,09;116,02;118,35;190331800;0,5167532359877658;6465,83;6623,94;6461,48;6605,84;27354700;2,1422718682214597
628;2010/10/25 12:00:000;119,14;119,76;117,26;118,49;162606800;-0,5470703371892867;6645,45;6668,54;6553,25;6601,37;31885700;-0,6655206713511366
629;2010/11/01 12:00:000;119,07;122,92;117,85;122,72;190963400;3,0193782155862494;6637,09;6775,17;6586,01;6754,2;30461200;1,7490919191300156
630;2010/11/08 12:00:000;122,34;122,95;119,65;120,2;192240500;-1,7647031713311587;6746,44;6810,86;6617,97;6734,61;34133400;-0,17550566219377606
631;2010/11/15 12:00:000;120,58;121,05;117,59;120,29;198078500;-0,24079390552782476;6705,13;6854,09;6653,57;6843,55;32949300;2,043369778374037
632;2010/11/22 12:00:000;119,69;120,24;117,99;118,8;154923400;-0,7463659956734509;6892,02;6901,93;6701,98;6848,98;31876600;-0,6264484499558505
633;2010/11/29 12:00:000;118,5;123,03;117,74;122,89;204222500;3,6376685721320072;6867,77;6977,91;6655,94;6947,72;38992500;1,1574094368602814
634;2010/12/06 12:00:000;122,63;124,6;122,41;124,48;137785500;1,4973368656146921;6970,24;7042,67;6926,57;7006,17;33048500;0,5141531931563508
635;2010/12/13 12:00:000;125,05;125,23;123,75;124,3;153599100;-0,6015658806962577;7027,58;7044,87;6964,13;6982,45;35923300;-0,6442549530402478
636;2010/12/20 12:00:000;124,64;125,82;123,98;125,6;90745700;0,7672671911660186;7000,38;7087,84;6992,67;7057,69;20128900;0,8153369201429613
637;2010/12/27 12:00:000;125,13;126,2;125,04;125,75;67860800;0,49426121028850317;7055,32;7056,34;6897,22;6914,19;10776900;-2,0206120582084584
638;2011/01/03 12:00:000;126,71;127,83;125,7;127,14;137732700;0,33878306974458994;6973,39;7047,59;6842,9;6947,84;30379200;-0,3670656786475311
639;2011/01/10 12:00:000;126,58;129,33;126,2;129,3;117468800;2,126076643065258;6920,36;7084,07;6835,74;7075,7;38008300;2,2198587166588064
642;2011/01/24 12:00:000;128,29;130,35;127,51;127,72;168297800;-0,44529584146674905;7080,78;7180,15;7000,41;7102,8;42329600;0,31050013736016535
643;2011/01/31 12:00:000;128,07;131,2;127,75;131,15;143011300;2,3764716874902465;7094,56;7226,64;7033,09;7216,21;35505900;1,7001591147343915
644;2011/02/07 12:00:000;131,44;133,28;131,3;133,11;131673400;1,2625380329915201;7222,05;7390,48;7214,05;7371,2;33371100;2,044166907826798
645;2011/02/14 12:00:000;133,03;134,69;132,32;134,53;118252500;1,1212555801637099;7403,83;7438,42;7364,04;7426,81;39083500;0,3098992139406446
648;2011/02/28 12:00:000;132,82;133,69;130,35;132,47;210822100;-0,26386234163973976;7173,59;7356,33;7122,69;7178,9;34943000;0,07399413261773555
649;2011/03/07 12:00:000;132,86;133,16;129,49;130,84;214425000;-1,5320739566911972;7137,81;7270,81;6963,31;6981,49;37283100;-2,2143645571249424
650;2011/03/14 12:00:000;129,99;130,48;125,28;127,76;309593700;-1,730402051317079;6896,31;6946,44;6483,39;6664,4;71174700;-3,4206558874520487
651;2011/03/21 12:00:000;129,35;131,87;128,32;131,3;149381300;1,496287267671254;6782,3;6985,25;6720,02;6946,36;34770100;2,3901503905143406
652;2011/03/28 12:00:000;131,58;133,77;130,44;133,15;132356600;1,186128060208944;6931,86;7192,38;6867,42;7179,81;30138100;3,514474485661575
653;2011/04/04 12:00:000;133,43;134,0;132,31;132,86;132164800;-0,42810535172341463;7178,59;7242,69;7129,41;7217,02;31875900;0,533914037567928
654;2011/04/11 12:00:000;133,0;133,45;130,27;132,04;155171700;-0,7244221236761559;7215,34;7224,74;7089,17;7178,29;42656800;-0,5148122027379078
655;2011/04/18 12:00:000;130,59;133,84;129,51;133,78;156771800;2,413401545794612;7165,99;7316,53;6994,56;7295,49;39840500;1,7910125609890848
656;2011/04/25 12:00:000;133,68;136,57;133,2;136,43;119054600;2,0362778287644456;7295,49;7514,69;7278,52;7514,46;29169700;2,9572815322696107
657;2011/05/02 12:00:000;137,07;137,18;133,02;134,2;179403800;-2,1160519705708496;7570,86;7600,41;7291,39;7492,25;55379800;-1,043751438549765
658;2011/05/09 12:00:000;134,19;136,11;133,39;134,04;150294200;-0,11184432437568138;7461,35;7566,41;7356,76;7403,31;40329600;-0,7809165491099155
659;2011/05/16 12:00:000;133,56;135,03;132,12;133,61;154332700;0,0374293525349038;7348,12;7415,65;7228,13;7266,82;42572800;-1,1125716372201535
660;2011/05/23 12:00:000;131,98;133,87;131,38;133,51;150544300;1,1525985446728144;7158,08;7217,24;7071,42;7163,47;39113300;0,07527118579324475
663;2011/06/06 12:00:000;130,09;130,36;127,26;127,6;187980300;-1,9326147702778222;7095,4;7183,78;6991,62;7069,9;30561100;-0,360035121675753
664;2011/06/13 12:00:000;127,89;129,77;126,32;127,05;242089100;-0,6589809679055553;7075,91;7231,49;7017,98;7164,05;40007100;1,2379406348919944
665;2011/06/20 12:00:000;126,62;129,81;126,19;126,81;217951000;0,14994281308278562;7078,59;7310,1;7063,86;7121,38;33502600;0,6026791538135887
666;2011/06/27 12:00:000;126,89;134,1;126,64;133,92;200927700;5,392203733234189;7101,15;7443,2;7075,19;7419,44;33984400;4,384683987080898
669;2011/07/11 12:00:000;132,75;133,22;130,68;131,69;212156300;-0,8016984399919501;7352,73;7358,5;6996,26;7220,12;34775900;-1,8200099568426986
670;2011/07/18 12:00:000;131,08;134,82;129,63;134,58;174367600;2,6350993929558175;7162,82;7357,25;7063,02;7326,39;20057900;2,257913981218747
671;2011/07/25 12:00:000;133,3;134,49;127,97;129,33;206386000;-3,0234949757510057;7273,6;7382,8;7063,82;7158,77;34893100;-1,5913176170228625
672;2011/08/01 12:00:000;130,84;130,96;116,86;120,08;443923300;-8,581701534497673;7254,5;7282,01;6152,62;6236,16;59065200;-15,125735763448112
673;2011/08/08 12:00:000;116,91;120,12;110,27;118,12;576882200;1,0296648856994486;6170,69;6272,94;5487,82;5997,74;75783900;-2,842793150240948
674;2011/08/15 12:00:000;119,19;121,2;112,5;112,64;346468900;-5,6521966084884925;6075,59;6106,11;5345,36;5480,0;42723900;-10,317400289247388
675;2011/08/22 12:00:000;115,17;119,4;112,41;117,97;295991600;2,402105717293502;5412,75;5777,04;5403,58;5537,48;37742800;2,2782241988227416
676;2011/08/29 12:00:000;119,56;123,51;117,43;117,85;248844800;-1,4405708033597062;5634,06;5869,65;5493,31;5538,33;33901400;-1,7137307752254274
679;2011/09/12 12:00:000;114,47;121,97;114,05;121,52;301800600;5,97660783571324;5063,59;5655,95;4965,8;5573,51;51761000;9,594929915159655
680;2011/09/19 12:00:000;119,53;121,99;111,3;113,54;319570800;-5,141218814730942;5447,32;5577,6;4973,92;5196,56;34965200;-4,712687639786439
681;2011/09/26 12:00:000;114,61;119,56;112,98;113,15;289125100;-1,2820688429061433;5128,56;5704,41;5118,19;5502,02;38304800;7,029037951339831
682;2011/10/03 12:00:000;112,49;117,25;107,43;115,71;335776200;2,822273208351157;5311,93;5749,13;5125,44;5675,7;35764300;6,623866940188372
683;2011/10/10 12:00:000;117,68;122,6;117,67;122,57;228971200;4,071321905989162;5705,4;6037,29;5652,99;5967,2;33719100;4,486471086749996
684;2011/10/17 12:00:000;121,99;124,12;119,2;123,97;257769100;1,6100526689409356;6021,29;6081,41;5747,65;5970,96;32209900;-0,8393803582080427
685;2011/10/24 12:00:000;124,17;129,42;122,21;128,6;275998500;3,505521737476823;6014,36;6430,6;5937,58;6346,19;39127400;5,370468973188204
686;2011/10/31 12:00:000;127,16;128,62;121,52;125,48;286163600;-1,3299752720124445;6283,19;6304,84;5762,26;5966,16;41130900;-5,177430892273479
687;2011/11/07 12:00:000;125,39;128,02;122,86;126,66;236163200;1,0077450885837704;5905,93;6087,06;5721,97;6057,03;33897900;2,5262650035595304
688;2011/11/14 12:00:000;126,19;127,45;121,23;121,98;225310000;-3,3931610796508984;6097,27;6116,07;5769,69;5800,24;29383100;-4,994183401268491
689;2011/11/21 12:00:000;120,2;120,35;116,2;116,34;192498100;-3,2640083618491715;5767,09;5771,7;5366,5;5492,87;23504000;-4,871673295002511
690;2011/11/28 12:00:000;119,54;126,5;118,82;124,86;226486300;4,35420662374899;5577,19;6169,64;5573,0;6080,68;37344700;8,643146650677142
691;2011/12/05 12:00:000;126,84;127,26;123,65;126,05;218376500;-0,6247796036217753;6137,87;6170,04;5802,36;5986,71;34567400;-2,4935763948849123
692;2011/12/12 12:00:000;124,95;125,57;121,3;121,59;223839000;-2,7258927972634535;5945,19;5952,55;5675,14;5701,78;38916200;-4,18040824691989
693;2011/12/19 12:00:000;122,06;126,43;120,03;126,39;163040900;3,48596375426859;5651,74;5965,35;5637,53;5878,93;22268300;3,941131021360786
694;2011/12/27 12:00:000;126,17;126,82;124,73;125,5;106072200;-0,5324445367811339;5900,7;5924,38;5771,27;5898,35;11697100;-0,0398337159529384
695;2012/01/03 12:00:000;127,76;128,38;126,43;127,71;160707300;-0,039143539858642475;6124,11;6179,03;6012,64;6057,92;25766000;-1,0866932910976115
696;2012/01/09 12:00:000;128,0;129,7;127,41;128,84;125034500;0,6541060543380937;6061,26;6256,95;5987,75;6143,08;32407600;1,3408545789176722
699;2012/01/23 12:00:000;131,51;133,4;130,6;131,82;150226300;0,23544612707003082;6387,33;6574,19;6339,0;6511,98;34689300;1,932721674820944
700;2012/01/30 12:00:000;130,51;134,62;130,06;134,54;148889400;3,041170041802354;6454,54;6767,46;6414,33;6766,67;35212400;4,722533081818279
701;2012/02/06 12:00:000;133,98;135,59;133,64;134,36;139818800;0,28322296639706546;6752,03;6838,13;6649,56;6692,96;32387900;-0,8786972704347633
702;2012/02/13 12:00:000;135,32;136,63;134,25;136,41;158560700;0,8022712592521208;6748,68;6874,53;6651,72;6848,03;30510500;1,4614089465564555
705;2012/02/27 12:00:000;136,02;138,19;135,8;137,31;145336200;0,9439209586167785;6817,46;6967,14;6743,65;6921,37;31540400;1,5126758446352795
706;2012/03/05 12:00:000;137,1;137,93;134,36;137,57;145278500;0,34222919046354705;6876,89;6912,42;6612,61;6880,21;36121200;0,048265987227725675
707;2012/03/12 12:00:000;137,55;140,78;137,09;140,3;150253900;1,9795499737831672;6868,97;7194,33;6846,9;7157,82;46589600;4,119129756437883
708;2012/03/19 12:00:000;140,21;141,28;138,55;139,65;125029300;-0,4002006341854451;7143,93;7154,83;6908,97;6995,62;31766800;-2,0978806165224686
709;2012/03/26 12:00:000;140,65;141,83;139,09;140,81;137809000;0,11369289933544717;7022,64;7153,68;6841,97;6946,83;30359200;-1,0853775301150006
710;2012/04/02 12:00:000;140,64;142,21;139,26;139,79;147970800;-0,6062137453829717;6973,99;7081,06;6685,8;6775,26;34014200;-2,890977194192449
713;2012/04/16 12:00:000;137,84;139,36;136,58;137,95;152290600;0,07977084436208927;6556,3;6812,84;6548,39;6750,12;35751700;2,9133863060031033
714;2012/04/23 12:00:000;136,54;140,79;135,94;140,39;145319500;2,7806651993725606;6666,79;6825,41;6499,07;6801,32;36940700;1,9978226275968722
715;2012/04/30 12:00:000;140,11;141,66;136,92;137,0;142538400;-2,244690255501527;6844,1;6875,87;6546,0;6561,47;33359800;-4,217230404312518
716;2012/05/07 12:00:000;136,51;137,56;134,49;135,61;173105700;-0,6614752915032263;6515,94;6589,01;6375,79;6579,93;31404900;0,9772624388493368
717;2012/05/14 12:00:000;134,31;135,61;129,55;129,74;229282700;-3,4618113136074498;6499,79;6520,86;6229,3;6271,22;30015300;-3,579895561779539
718;2012/05/21 12:00:000;130,16;133,23;129,95;132,1;176634700;1,479474861749736;6269,31;6446,0;6244,02;6339,94;28221800;1,1203003939724825
721;2012/06/04 12:00:000;128,39;133,53;127,14;133,1;175917200;3,602821879807372;5976,46;6230,22;5914,43;6130,82;25971500;2,550008992124436
722;2012/06/11 12:00:000;134,17;134,26;131,16;134,14;184751100;-0,022362193078917743;6255,65;6287,54;6078,22;6229,41;37178800;-0,4203430121412123
723;2012/06/18 12:00:000;133,58;136,25;132,33;133,46;162099300;-0,08987418220294398;6304,77;6427,49;6221,87;6263,25;26659900;-0,6607270047264565
724;2012/06/25 12:00:000;132,05;136,27;130,85;136,1;155518100;3,0209270914278945;6229,43;6416,28;6096,94;6416,28;29268400;2,9553674672976356
725;2012/07/02 12:00:000;136,48;137,8;134,85;135,49;121836000;-0,728024688502909;6405,39;6641,86;6390,55;6410,11;28488800;0,07366080470396642
726;2012/07/09 12:00:000;135,38;136,23;132,6;135,75;137324900;0,2729319733583219;6408,64;6557,1;6349,62;6557,1;27335600;2,2901352107192605
727;2012/07/16 12:00:000;135,44;138,18;134,55;136,47;124497400;0,7576072425142526;6550,95;6775,74;6511,18;6630,02;29034500;1,1997743486392018
728;2012/07/23 12:00:000;134,47;139,07;133,03;138,68;168185900;3,082799498104423;6561,87;6690,43;6324,53;6689,4;32216700;1,924856070999657
729;2012/07/30 12:00:000;138,52;139,64;135,58;139,35;144606600;0,5974034393735931;6729,19;6876,74;6596,21;6865,66;32900300;2,00773946375491
730;2012/08/06 12:00:000;139,72;140,92;139,56;140,84;95142000;0,7984074348220549;6845,88;6989,15;6845,88;6944,56;26062100;1,4311607797111527
731;2012/08/13 12:00:000;140,6;142,3;140,04;142,18;91144000;1,117488112477263;6935,51;7041,11;6882,03;7040,88;22098400;1,507857128082184
732;2012/08/20 12:00:000;141,98;143,09;140,22;141,51;105605500;-0,3315816646959871;7037,02;7105,43;6885,98;6971,07;22521800;-0,9416057045831587
733;2012/08/27 12:00:000;141,89;142,08;140,19;141,16;91691400;-0,5158110712152635;6960,02;7049,48;6871,0;6970,79;20586600;0,154621334232842
736;2012/09/10 12:00:000;144,19;148,11;143,46;147,24;131621300;2,09320341922649;7207,96;7446,47;7186,63;7412,13;33608700;2,7931876493975025
737;2012/09/17 12:00:000;146,94;147,19;145,63;145,87;121764000;-0,7308526094009468;7390,29;7478,53;7304,25;7451,62;40890900;0,8264482007776389
738;2012/09/24 12:00:000;145,15;146,24;142,95;143,97;127575100;-0,8162745932375114;7419,65;7440,49;7215,95;7216,15;30803700;-2,781031657147531
739;2012/10/01 12:00:000;144,52;147,16;143,83;146,14;123954000;1,1147160083632197;7227,81;7409,78;7225,29;7397,87;27476500;2,325603521752037
740;2012/10/08 12:00:000;145,6;146,12;142,58;142,89;119863800;-1,8788032281706926;7340,39;7341,28;7182,31;7232,49;24630700;-1,4808599510448641
741;2012/10/15 12:00:000;143,23;146,52;142,77;143,39;135818400;0,11164609351739957;7237,4;7447,81;7237,4;7380,64;30804700;1,9598329841627793
742;2012/10/22 12:00:000;143,15;143,67;140,39;141,35;143659000;-1,2653947404524766;7372,36;7390,1;7120,68;7231,85;26986700;-1,9242990314697217
745;2012/11/05 12:00:000;141,35;143,52;137,55;138,16;170464700;-2,282665030117622;7320,98;7434,96;7064,34;7163,5;30999000;-2,174551044225284
746;2012/11/12 12:00:000;138,59;139,25;134,7;136,37;165962600;-1,6148154210968613;7164,68;7196,0;6950,53;6950,53;29896000;-3,0345483071643766
747;2012/11/19 12:00:000;137,9;141,4;136,41;141,35;104605800;2,471029934034321;7020,23;7311,55;7007,21;7309,13;23941800;4,032827059718432
748;2012/11/26 12:00:000;140,65;142,51;139,0;142,15;138702200;1,0608303161143025;7286,69;7442,6;7265,44;7405,5;24109600;1,617357111394308
749;2012/12/03 12:00:000;142,8;142,92;140,37;142,41;122283200;-0,27348286741477523;7427,41;7554,51;7417,3;7517,8;26879700;1,2096330819292258
750;2012/12/10 12:00:000;142,21;144,55;141,88;142,1;134141500;-0,07738032815501131;7484,95;7626,4;7457,4;7596,47;25531300;1,4789327884200414
751;2012/12/17 12:00:000;142,47;145,58;141,94;142,79;177253400;0,22435682130637208;7604,16;7682,9;7564,07;7636,23;30823100;0,4208559929928713
752;2012/12/24 12:00:000;142,48;142,71;139,87;140,03;119387400;-1,734495361372046;7636,23;7676,5;7602,89;7612,39;6979000;-0,31268428781000257
753;2012/12/31 12:00:000;139,66;142,56;139,54;142,41;243935200;1,9499323813447045;7612,39;7612,39;7612,39;7612,39;0;0,0
